accession,description,organism,taxonomy,molecule_type,topology,host,country,collection_date,sequence_length,source_length,source_gc_frequency,source_longest_run,n_features,n_feature_intervals,n_boundaries,boundary_window,n_runs,n_boundary_runs,n_nonboundary_runs,fraction_runs_boundary,processing_seconds,boundary_n_runs,boundary_total_bases_in_runs,boundary_mean_run_length,boundary_median_run_length,boundary_max_run_length,boundary_run_length_entropy,boundary_A_n_runs,boundary_A_mean_run_length,boundary_A_max_run_length,boundary_C_n_runs,boundary_C_mean_run_length,boundary_C_max_run_length,boundary_G_n_runs,boundary_G_mean_run_length,boundary_G_max_run_length,boundary_T_n_runs,boundary_T_mean_run_length,boundary_T_max_run_length,boundary_n_runs_ge_5,boundary_fraction_runs_ge_5,boundary_n_runs_ge_10,boundary_fraction_runs_ge_10,boundary_n_runs_ge_15,boundary_fraction_runs_ge_15,boundary_n_runs_ge_20,boundary_fraction_runs_ge_20,boundary_n_runs_ge_30,boundary_fraction_runs_ge_30,nonboundary_n_runs,nonboundary_total_bases_in_runs,nonboundary_mean_run_length,nonboundary_median_run_length,nonboundary_max_run_length,nonboundary_run_length_entropy,nonboundary_A_n_runs,nonboundary_A_mean_run_length,nonboundary_A_max_run_length,nonboundary_C_n_runs,nonboundary_C_mean_run_length,nonboundary_C_max_run_length,nonboundary_G_n_runs,nonboundary_G_mean_run_length,nonboundary_G_max_run_length,nonboundary_T_n_runs,nonboundary_T_mean_run_length,nonboundary_T_max_run_length,nonboundary_n_runs_ge_5,nonboundary_fraction_runs_ge_5,nonboundary_n_runs_ge_10,nonboundary_fraction_runs_ge_10,nonboundary_n_runs_ge_15,nonboundary_fraction_runs_ge_15,nonboundary_n_runs_ge_20,nonboundary_fraction_runs_ge_20,nonboundary_n_runs_ge_30,nonboundary_fraction_runs_ge_30,odds_ratio_boundary_ge_5,odds_ratio_boundary_ge_10,odds_ratio_boundary_ge_15,odds_ratio_boundary_ge_20,odds_ratio_boundary_ge_30,fetch_seconds,total_seconds
NC_117394.1,"Alphacytorhabdovirus ribes isolate BcCRV1/KB1, complete genome",Alphacytorhabdovirus ribes,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphacytorhabdovirus,cRNA,linear,Ribes nigrum,,2021,12863,12862,,7,8,7,14,250,9578,3220,6358,0.33618709542702024,0.04,3220,4410,1.3695652173913044,1.0,7,1.1512549520245434,924,1.472943722943723,7,663,1.2639517345399698,5,712,1.2991573033707866,5,921,1.3963083604777415,6,17,0.005279503105590062,0,0.0,0,0.0,0,0.0,0,0.0,6358,8452,1.3293488518402012,1.0,7,1.0730564447196147,1880,1.3882978723404256,6,1298,1.265793528505393,5,1463,1.3055365686944633,6,1717,1.3331391962725685,7,33,0.005190311418685121,0,0.0,0,0.0,0,0.0,0,0.0,1.0314860844831562,1.9743828598043782,1.9743828598043782,1.9743828598043782,1.9743828598043782,0.001,0.048
NC_117321.1,"Alphacytorhabdovirus alphapogostemi isolate PA, complete genome",Alphacytorhabdovirus alphapogostemi,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphacytorhabdovirus,RNA,linear,Pogostemon cablin Benth,,Jul-2017,12913,12913,,8,11,10,20,250,9959,3016,6943,0.3028416507681494,0.05,3016,3933,1.3040450928381964,1.0,6,1.0213131475227681,780,1.278205128205128,6,719,1.2976356050069542,5,617,1.233387358184765,4,900,1.38,5,8,0.002652519893899204,0,0.0,0,0.0,0,0.0,0,0.0,6943,8980,1.2933890249171829,1.0,8,0.9966729014685797,1772,1.2658013544018059,6,1721,1.3108657757117954,8,1477,1.2322274881516588,7,1973,1.3487075519513432,6,30,0.004320898746939364,0,0.0,0,0.0,0,0.0,0,0.0,0.6404231725956784,2.30183988065639,2.30183988065639,2.30183988065639,2.30183988065639,0.001,0.058
NC_139376.1,"MAG: Pastinaca cytorhabdovirus 1 isolate POR19SW, complete genome",Pastinaca cytorhabdovirus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphacytorhabdovirus; Alphacytorhabdovirus pastinacae,cRNA,linear,,,Aug-2019,13072,13072,,6,17,16,32,250,9794,3638,6156,0.37145190933224426,0.046,3638,4929,1.3548653106102253,1.0,6,1.1211681031643206,1112,1.5098920863309353,6,676,1.2411242603550297,5,797,1.248431618569636,4,1053,1.3447293447293447,5,15,0.004123144584936778,0,0.0,0,0.0,0,0.0,0,0.0,6156,8143,1.3227745289148798,1.0,6,1.0587681309696124,1874,1.4103521878335112,6,1172,1.256825938566553,5,1405,1.2811387900355873,5,1705,1.306158357771261,6,24,0.003898635477582846,0,0.0,0,0.0,0,0.0,0,0.0,1.0707175101308635,1.6920434244881133,1.6920434244881133,1.6920434244881133,1.6920434244881133,0.002,0.056
NC_117252.1,"Hyptis latent virus, complete genome",Hyptis latent virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphacytorhabdovirus; Alphacytorhabdovirus hyptisis,cRNA,linear,Mesosphaerum pectinatum,,Jun-2019,13765,13762,,6,11,10,16,250,10447,3872,6575,0.3706327175265626,0.044,3872,5143,1.328254132231405,1.0,6,1.07025534759099,1099,1.4030937215650592,5,836,1.2858851674641147,6,918,1.3061002178649237,5,1019,1.3022571148184494,4,7,0.0018078512396694215,0,0.0,0,0.0,0,0.0,0,0.0,6575,8619,1.3108745247148288,1.0,6,1.0352531544800512,1885,1.3543766578249337,5,1425,1.2898245614035089,6,1577,1.335447051363348,5,1688,1.2571090047393365,5,18,0.0027376425855513307,0,0.0,0,0.0,0,0.0,0,0.0,0.6877366306935574,1.6979987088444157,1.6979987088444157,1.6979987088444157,1.6979987088444157,0.001,0.053
NC_139375.1,"Soybean blotchy mosaic virus isolate 21-0287, complete genome",Soybean blotchy mosaic virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Betacytorhabdovirus; Betacytorhabdovirus glycinis,cRNA,linear,Glycine max,,Feb-2021,13425,13425,,7,13,12,24,250,9692,3358,6334,0.34647131654973173,0.044,3358,4714,1.40381179273377,1.0,6,1.2130915697184748,1031,1.5838991270611058,6,616,1.2321428571428572,4,737,1.2632293080054273,5,974,1.4281314168377823,5,31,0.009231685527099465,0,0.0,0,0.0,0,0.0,0,0.0,6334,8711,1.3752762867066624,1.0,7,1.1619283563612255,1905,1.5102362204724409,7,1281,1.2466822794691648,5,1388,1.2939481268011528,5,1760,1.3869318181818182,6,41,0.006473002841806126,0,0.0,0,0.0,0,0.0,0,0.0,1.435610511165624,1.886109870477892,1.886109870477892,1.886109870477892,1.886109870477892,0.002,0.054
NC_117410.1,"Daphne virus 1 isolate SK, complete genome",Daphne virus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphacytorhabdovirus; Alphacytorhabdovirus daphnis,cRNA,linear,Daphne odora,,24-Apr-2021,13206,13206,,8,15,14,28,250,9780,3461,6319,0.3538854805725971,0.05,3461,4693,1.3559664836752383,1.0,6,1.1245618224322464,1033,1.516940948693127,6,688,1.2223837209302326,4,753,1.245683930942895,5,987,1.364741641337386,6,19,0.005489742848887605,0,0.0,0,0.0,0,0.0,0,0.0,6319,8513,1.3472068365247665,1.0,8,1.1071467475738013,1908,1.4549266247379455,8,1248,1.2403846153846154,6,1435,1.2871080139372821,7,1728,1.3553240740740742,7,43,0.006804874188953949,0,0.0,0,0.0,0,0.0,0,0.0,0.8173140009515939,1.8256536183735375,1.8256536183735375,1.8256536183735375,1.8256536183735375,0.001,0.06
NC_116974.1,"Strawberry virus 2 isolate CFRA9094, complete genome",Strawberry virus 2,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphacytorhabdovirus; Alphacytorhabdovirus betafragariae,cRNA,linear,Fragaria (strawberry),,2001,12956,12956,,6,15,14,28,250,9605,3472,6133,0.36147839666840187,0.045,3472,4728,1.3617511520737327,1.0,6,1.136061306328447,1015,1.4679802955665024,5,711,1.2686357243319268,4,795,1.2930817610062892,5,951,1.3753943217665616,6,15,0.004320276497695853,0,0.0,0,0.0,0,0.0,0,0.0,6133,8228,1.3415946518832544,1.0,6,1.09758793491118,1768,1.373868778280543,6,1288,1.2911490683229814,6,1414,1.3465346534653466,6,1663,1.3421527360192422,5,24,0.003913256155225827,0,0.0,0,0.0,0,0.0,0,0.0,1.1179157997255302,1.766306695464363,1.766306695464363,1.766306695464363,1.766306695464363,0.002,0.055
NC_139374.1,"MAG: Betanucleorhabdovirus taraxi isolate PLE20SW, complete genome",Betanucleorhabdovirus taraxi,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Betanucleorhabdovirus,cRNA,linear,,,Sep-2020,13736,13736,,6,13,12,24,250,10300,3004,7296,0.2916504854368932,0.048,3004,4074,1.3561917443408789,1.0,5,1.1231173042387814,896,1.4587053571428572,5,706,1.339943342776204,5,621,1.3027375201288245,5,781,1.295774647887324,5,14,0.004660452729693742,0,0.0,0,0.0,0,0.0,0,0.0,7296,9662,1.3242872807017543,1.0,6,1.062823642354775,2209,1.3675871435038478,6,1545,1.2944983818770226,5,1625,1.3144615384615386,5,1917,1.3067292644757433,6,23,0.003152412280701754,0,0.0,0,0.0,0,0.0,0,0.0,1.500720366266226,2.4285238808453986,2.4285238808453986,2.4285238808453986,2.4285238808453986,0.002,0.058
NC_139373.1,"MAG: Betanucleorhabdovirus picridis isolate SKO20SW, complete genome",Betanucleorhabdovirus picridis,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Betanucleorhabdovirus,cRNA,linear,,,Aug-2020,15193,15193,,6,13,12,24,250,11386,3824,7562,0.3358510451431583,0.057,3824,5161,1.3496338912133892,1.0,6,1.1122745729645462,1273,1.4689709347996858,5,739,1.2760487144790258,5,742,1.238544474393531,5,1070,1.3355140186915888,6,22,0.005753138075313808,0,0.0,0,0.0,0,0.0,0,0.0,7562,10032,1.3266331658291457,1.0,6,1.0669556347780325,2453,1.4304932735426008,6,1439,1.213342599027102,4,1597,1.2874139010644958,6,2073,1.312590448625181,6,33,0.004363924887595874,0,0.0,0,0.0,0,0.0,0,0.0,1.3299478936677558,1.9773826644005752,1.9773826644005752,1.9773826644005752,1.9773826644005752,0.001,0.067
NC_139372.1,"MAG: Tomato betanucleorhabdovirus 2 isolate SKO20ST1, complete genome",Tomato betanucleorhabdovirus 2,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Betanucleorhabdovirus; Betanucleorhabdovirus betalycopersici,cRNA,linear,Solanum lycopersicum,,Aug-2020,13423,13423,,7,13,12,24,250,10105,2939,7166,0.2908461157842652,0.047,2939,3927,1.3361687648860157,1.0,6,1.0860353461057661,879,1.4505119453924915,6,703,1.3115220483641536,5,639,1.2910798122065728,4,718,1.2604456824512535,5,15,0.005103776794828173,0,0.0,0,0.0,0,0.0,0,0.0,7166,9496,1.3251465252581636,1.0,7,1.0644343971988237,2186,1.4103385178408052,7,1532,1.2780678851174934,5,1629,1.3050951503990178,6,1819,1.280373831775701,5,29,0.0040468880826123365,0,0.0,0,0.0,0,0.0,0,0.0,1.2823429182447528,2.4379996598060893,2.4379996598060893,2.4379996598060893,2.4379996598060893,0.002,0.057
NC_139371.1,"MAG: Tomato betanucleorhabdovirus 1 isolate BER19ST2, complete genome",Tomato betanucleorhabdovirus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Betanucleorhabdovirus; Betanucleorhabdovirus alphalycopersici,cRNA,linear,Solanum lycopersicum,,Jul-2019,13426,13426,,7,13,12,24,250,10135,3047,7088,0.3006413418845585,0.047,3047,4031,1.3229405973088284,1.0,5,1.0568396733864305,920,1.4271739130434782,5,746,1.3284182305630028,5,668,1.2649700598802396,5,713,1.2370266479663394,5,19,0.0062356416147029865,0,0.0,0,0.0,0,0.0,0,0.0,7088,9395,1.325479683972912,1.0,7,1.0651055695145109,2130,1.4009389671361503,7,1576,1.2950507614213198,5,1608,1.3109452736318408,5,1774,1.2750845546786922,5,15,0.002116252821670429,0,0.0,0,0.0,0,0.0,0,0.0,2.938391730176229,2.326004922067268,2.326004922067268,2.326004922067268,2.326004922067268,0.001,0.057
NC_139369.1,"MAG: Alphanucleorhabdovirus xinjianensis isolate 193-k141_301243, complete genome",Alphanucleorhabdovirus xinjianensis,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphanucleorhabdovirus,cRNA,linear,,,2017-08-23,13358,13358,,33,10,9,16,250,9988,3467,6521,0.3471165398478174,0.048,3467,4742,1.3677531006633978,1.0,33,1.1328644496103448,1064,1.4783834586466165,33,757,1.295904887714663,5,788,1.364213197969543,6,858,1.2972027972027973,5,26,0.0074992789154888955,1,0.00028843380444188056,1,0.00028843380444188056,1,0.00028843380444188056,1,0.00028843380444188056,6521,8616,1.321269743904309,1.0,6,1.0563525431459184,1922,1.3891779396462018,5,1370,1.2583941605839417,6,1549,1.355067785668173,5,1680,1.2636904761904761,4,23,0.003527066400858764,0,0.0,0,0.0,0,0.0,0,0.0,2.129331903147131,5.643877109476417,5.643877109476417,5.643877109476417,5.643877109476417,0.001,0.057
NC_025412.1,"Melbournevirus isolate 1, complete genome",Marseillevirus sp. 'Melbournevirus',Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Megaviricetes; Pimascovirales; Pimascovirales incertae sedis; Marseilleviridae; Marseillevirus,DNA,circular,Acanthamoeba castellanii,,2012,369360,369360,,9,807,806,1612,250,254823,158054,96769,0.6202501344070198,1.432,158054,230897,1.4608741316259,1.0,9,1.3089265711322984,40308,1.6209437332539447,9,38809,1.2871241206936535,7,39317,1.2884502886791973,7,39620,1.6393235739525491,9,2329,0.014735470155769547,0,0.0,0,0.0,0,0.0,0,0.0,96769,138463,1.4308611228802612,1.0,8,1.2604648743233522,23347,1.550177753030368,8,24644,1.3154520370069793,7,24900,1.2917670682730924,6,23878,1.5783566462852836,8,1050,0.010850582314584216,0,0.0,0,0.0,0,0.0,0,0.0,1.3630360597213316,0.6122540009933283,0.6122540009933283,0.6122540009933283,0.6122540009933283,0.016,1.706
NC_139368.1,"MAG: Tomato alphanucleorhabdovirus 1 isolate BER20ST1, complete genome",Tomato alphanucleorhabdovirus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphanucleorhabdovirus; Alphanucleorhabdovirus lycopersici,cRNA,linear,Solanum lycopersicum,,Aug-2020,13405,13405,,7,15,14,28,250,10011,3484,6527,0.3480171811007891,0.046,3484,4700,1.3490241102181402,1.0,7,1.1110239760972669,1047,1.4040114613180517,6,716,1.3463687150837989,6,735,1.3183673469387756,7,986,1.315415821501014,5,24,0.006888633754305396,0,0.0,0,0.0,0,0.0,0,0.0,6527,8705,1.333690822736326,1.0,6,1.0808235190779636,1895,1.387335092348285,6,1388,1.2680115273775217,5,1450,1.3544827586206896,5,1794,1.3110367892976589,6,34,0.005209131300750728,0,0.0,0,0.0,0,0.0,0,0.0,1.3325606377565444,1.8732960252546993,1.8732960252546993,1.8732960252546993,1.8732960252546993,0.002,0.112
NC_139361.1,"Killamcar virus 1 isolate PP32, complete genome",Killamcar virus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Uniorhavirus; Uniorhavirus killamcar,cRNA,linear,Lampsilis cardium (Plain Pocketbook),,02-Jul-2019,12008,12008,,8,19,18,24,250,8576,2405,6171,0.28043376865671643,0.041,2405,3350,1.392931392931393,1.0,8,1.1915686937190022,732,1.5013661202185793,8,477,1.3018867924528301,5,562,1.2758007117437722,5,634,1.4400630914826498,6,23,0.009563409563409564,0,0.0,0,0.0,0,0.0,0,0.0,6171,8658,1.403014098201264,1.0,7,1.2132900439505103,1815,1.4765840220385675,7,1290,1.2589147286821705,4,1465,1.3440273037542663,6,1601,1.4896939412866959,6,43,0.006968076486793064,0,0.0,0,0.0,0,0.0,0,0.0,1.3896322562748007,2.5655788817293703,2.5655788817293703,2.5655788817293703,2.5655788817293703,0.002,0.05
NC_116599.1,"Tupavirus incomtus strain SB8301, complete genome",Tupavirus incomtus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Tupavirus,cRNA,linear,Dasymys incomtus,,1971/1975,11468,11468,,8,8,7,14,250,8320,2335,5985,0.28064903846153844,0.035,2335,3226,1.3815845824411135,1.0,8,1.1675555062094773,606,1.4207920792079207,7,583,1.379073756432247,6,571,1.4010507880910683,8,575,1.3234782608695652,6,20,0.008565310492505354,0,0.0,0,0.0,0,0.0,0,0.0,5985,8242,1.377109440267335,1.0,7,1.1657087785391795,1589,1.3241032095657645,6,1481,1.4031060094530723,5,1413,1.4210898796886058,6,1502,1.3661784287616512,7,31,0.005179615705931496,0,0.0,0,0.0,0,0.0,0,0.0,1.6735697662063458,2.5628345108113892,2.5628345108113892,2.5628345108113892,2.5628345108113892,0.001,0.043
NC_115547.1,"Pepper whitefly borne vein yellow virus isolate PeWBVYV1, complete genome",Pepper whitefly borne vein yellow virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PEWBVYV,RNA,linear,bell pepper,,,5925,5925,,11,8,8,16,250,4300,2631,1669,0.6118604651162791,0.02,2631,3646,1.385784872671988,1.0,11,1.1769181584456214,698,1.4670487106017192,5,655,1.4045801526717556,11,657,1.3333333333333333,5,621,1.3301127214170692,5,18,0.0068415051311288486,1,0.0003800836183960471,0,0.0,0,0.0,0,0.0,1669,2279,1.3654883163571,1.0,5,1.1400440076394656,426,1.4272300469483568,4,398,1.3341708542713568,5,450,1.3355555555555556,4,395,1.3645569620253164,5,2,0.0011983223487118035,0,0.0,0,0.0,0,0.0,0,0.0,4.721446336330591,1.9040106443641893,0.6344290328709862,0.6344290328709862,0.6344290328709862,0.001,0.026
NC_117424.1,"Mimosa mosaic virus isolate BRPA, complete genome",Mimosa mosaic virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Sobemovirus; Sobemovirus MIMMV,RNA,linear,Mimosa sensitiva,,2015,4595,4587,,6,11,10,20,250,3418,2537,881,0.7422469280280866,0.017,2537,3370,1.3283405597162001,1.0,6,1.069079143879263,606,1.3597359735973598,4,591,1.3553299492385786,6,695,1.2705035971223022,4,645,1.3364341085271318,4,3,0.0011824990145841545,0,0.0,0,0.0,0,0.0,0,0.0,881,1217,1.3813847900113507,1.0,5,1.1670434600710426,222,1.3288288288288288,4,198,1.3535353535353536,4,241,1.3983402489626555,5,220,1.440909090909091,4,2,0.0022701475595913734,0,0.0,0,0.0,0,0.0,0,0.0,0.4858157427500493,0.34738916256157637,0.34738916256157637,0.34738916256157637,0.34738916256157637,0.001,0.022
NC_115477.1,"Zucchini aphid-borne yellows virus isolate XJ5, complete genome",Zucchini aphid-borne yellows virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus ZABYV,RNA,linear,Cucurbita pepo,,20-Aug-2016,5792,5792,,8,9,9,16,250,4113,2540,1573,0.6175540967663506,0.019,2540,3621,1.4255905511811024,1.0,8,1.2492904399617148,671,1.533532041728763,5,632,1.3781645569620253,8,634,1.3186119873817035,5,603,1.4676616915422886,5,12,0.004724409448818898,0,0.0,0,0.0,0,0.0,0,0.0,1573,2171,1.3801652892561984,1.0,5,1.1676586452936337,416,1.4326923076923077,5,368,1.372282608695652,5,403,1.3548387096774193,5,386,1.3575129533678756,4,5,0.003178639542275906,0,0.0,0,0.0,0,0.0,0,0.0,1.4098369496827081,0.6193662664829758,0.6193662664829758,0.6193662664829758,0.6193662664829758,0.001,0.024
NC_115422.1,"Ullucus polerovirus 1 strain Site 2, complete genome",Ullucus polerovirus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus UPOV,RNA,linear,Ullucus tuberosus,,2017,5686,5686,,6,7,6,12,250,4108,2327,1781,0.5664556962025317,0.018,2327,3193,1.3721529866781264,1.0,6,1.154938974729725,593,1.3777403035413154,5,589,1.3378607809847198,5,586,1.3361774744027304,6,559,1.4400715563506261,5,8,0.0034379028792436614,0,0.0,0,0.0,0,0.0,0,0.0,1781,2493,1.399775407074677,1.0,6,1.2068714813979575,480,1.4625,5,435,1.4091954022988507,6,466,1.3283261802575108,6,400,1.3975,5,12,0.00673778775968557,0,0.0,0,0.0,0,0.0,0,0.0,0.5187583530933391,0.7654135338345864,0.7654135338345864,0.7654135338345864,0.7654135338345864,0.001,0.022
NC_117431.1,"Triticum yellow stripe virus isolate SD, complete genome",Triticum yellow stripe virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus TRIYSV,RNA,linear,Triticum aestivum (wheat),,2021-04-17,5595,5595,,10,10,10,16,250,4078,2653,1425,0.6505640019617459,0.019,2653,3646,1.3742932529212213,1.0,10,1.1539349859014667,641,1.4009360374414976,4,733,1.383356070941337,10,647,1.3153013910355487,5,632,1.3971518987341771,5,9,0.003392385978137957,1,0.0003769317753486619,0,0.0,0,0.0,0,0.0,1425,1949,1.3677192982456141,1.0,4,1.1403040500321708,348,1.4683908045977012,4,370,1.2702702702702702,4,359,1.3649025069637883,4,348,1.3735632183908046,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.241822650784647,1.6122525918944393,0.5372149990578481,0.5372149990578481,0.5372149990578481,0.001,0.024
NC_117028.1,"Tobacco polerovirus 2 isolate YKMPL, complete genome",Tobacco polerovirus 2,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus TPV2,RNA,linear,Nicotiana tabacum,,Jul-2017,5912,5912,,6,8,7,14,250,4279,2546,1733,0.5949988315026875,0.019,2546,3528,1.3857030636292222,1.0,6,1.1812214189952874,678,1.4867256637168142,5,652,1.352760736196319,6,634,1.3217665615141956,4,582,1.3745704467353952,5,16,0.006284367635506678,0,0.0,0,0.0,0,0.0,0,0.0,1733,2384,1.3756491633006347,1.0,6,1.1614173622038564,469,1.44136460554371,5,402,1.3781094527363185,6,450,1.3288888888888888,6,412,1.3495145631067962,4,7,0.004039238315060588,0,0.0,0,0.0,0,0.0,0,0.0,1.501007705986959,0.6807382682112704,0.6807382682112704,0.6807382682112704,0.6807382682112704,0.001,0.024
NC_139356.1,"Tobacco polerovirus 1 isolate YBSh, complete genome",Tobacco polerovirus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus TPV1,RNA,linear,Nicotiana tabacum,,Jan-2017,5722,5722,,7,8,8,16,250,4106,2560,1546,0.6234778373112518,0.019,2560,3548,1.3859375,1.0,7,1.180434265264076,694,1.4899135446685878,5,667,1.3298350824587706,7,624,1.330128205128205,5,575,1.386086956521739,5,11,0.004296875,0,0.0,0,0.0,0,0.0,0,0.0,1546,2174,1.40620957309185,1.0,5,1.2143992862304065,417,1.4940047961630696,5,358,1.388268156424581,5,384,1.3854166666666667,5,387,1.3488372093023255,5,8,0.00517464424320828,0,0.0,0,0.0,0,0.0,0,0.0,0.8164345950186311,0.60398359695372,0.60398359695372,0.60398359695372,0.60398359695372,0.001,0.024
NC_139355.1,"Torilis crimson leaf virus isolate RL5 genome assembly, complete genome: monopartite",Torilis crimson leaf virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus TCLV,RNA,linear,Torilis arvensis subsp. arvensis,,2008,5756,5756,,9,10,10,16,250,4085,2577,1508,0.630844553243574,0.019,2577,3631,1.4090027163368257,1.0,9,1.2188953757847631,696,1.5114942528735633,4,675,1.3644444444444443,9,607,1.3410214168039538,5,599,1.4090150250417361,5,9,0.0034924330616996507,0,0.0,0,0.0,0,0.0,0,0.0,1508,2125,1.4091511936339522,1.0,6,1.2181951647127445,391,1.5319693094629157,4,362,1.350828729281768,6,382,1.337696335078534,4,373,1.4101876675603218,4,2,0.001326259946949602,0,0.0,0,0.0,0,0.0,0,0.0,2.228810589838427,0.5852570320077595,0.5852570320077595,0.5852570320077595,0.5852570320077595,0.001,0.024
NC_116890.1,"TPA: Trachyspermum ammi polerovirus isolate Tra amm, complete genome",Trachyspermum ammi polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus TAPV,RNA,linear,Trachyspermum ammi,,,5704,5704,,13,17,17,30,250,4043,2506,1537,0.6198367548849864,0.022,2506,3540,1.412609736632083,1.0,13,1.2254064815600105,662,1.5347432024169185,5,644,1.374223602484472,13,619,1.3392568659127626,5,581,1.3941480206540446,5,11,0.004389465283320032,1,0.0003990422984836393,0,0.0,0,0.0,0,0.0,1537,2164,1.4079375406636305,1.0,7,1.2217722087938196,401,1.5112219451371571,5,360,1.325,7,392,1.346938775510204,5,384,1.4401041666666667,5,9,0.005855562784645413,0,0.0,0,0.0,0,0.0,0,0.0,0.7414504001940335,1.8409499101975653,0.6134051466187912,0.6134051466187912,0.6134051466187912,0.001,0.028
NC_115511.1,"Siratro latent polerovirus isolate 5271, complete genome",Siratro latent polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus SLPV,RNA,linear,Macroptilium atropurpureum,,14-Jan-2016,6090,6090,,13,9,9,18,250,4339,2215,2124,0.5104862871629408,0.021,2215,3181,1.436117381489842,1.0,13,1.2665947288191175,550,1.509090909090909,4,582,1.4312714776632303,13,567,1.3950617283950617,6,516,1.4089147286821706,5,14,0.006320541760722348,1,0.0004514672686230248,0,0.0,0,0.0,0,0.0,2124,2909,1.3695856873822976,1.0,6,1.1509153089406938,523,1.4435946462715106,5,507,1.3550295857988166,6,564,1.351063829787234,5,530,1.330188679245283,5,10,0.004708097928436911,0,0.0,0,0.0,0,0.0,0,0.0,1.3263792003287802,2.8780763151953037,0.9589257503949447,0.9589257503949447,0.9589257503949447,0.001,0.026
